Athlete_ID,Gender,Name,Nationality
20332,F,Sang-Me An,South Korea
20333,F,Yang (A) Yang,China
20334,F,Dandan Sun,China
20335,F,Chunlu Wang,China
20336,F,Tania Vicent,Canada
20337,M,Derrick Campbell,Canada
20338,M,Francois Drolet,Canada
20339,M,Ho-Eung Lee,South Korea
20340,M,Jun-Hwan Lee,South Korea
20341,M,Kai Feng,China
20342,M,Ye Yuan,China
20343,M,Jani Soininen,Finland
20344,M,Kazuyoshi Funaki,Japan
20345,M,Andreas Widhölzl,Austria
20346,M,Hiroya Saito,Japan
20347,M,Martin Schmitt,Germany
20348,M,Sven Hannawald,Germany
20349,M,Reinhard Schwarzenberger,Austria
20350,M,Gian Simmen,Switzerland
20351,M,Daniel Franck,Norway
20352,M,Ross Powers,United States
20353,F,Nicola Thost,Germany
20354,F,Stine Brun Kjeldaas,Norway
20355,F,Shannon Dunn,United States
20356,M,Ross Rebagliati,Canada
20357,M,Thomas Prugger,Italy
20358,M,Ueli Kestenholz,Switzerland
20359,F,Karine Ruby,France
20360,F,Heidi Renoth,Germany
20361,F,Brigitte Köck,Austria
20362,M,Hiroyasu Shimizu,Japan
20363,M,Jeremy Wotherspoon,Canada
20364,M,Kevin Overland,Canada
20365,F,Catriona Lemay-Doan,Canada
20366,F,Tomomi Okazaki,Japan
20367,M,Ids Postma,Netherlands
20368,F,Marianne Timmer,Netherlands
20369,F,Christine Witty,United States
20370,F,Anna Friesinger,Germany
20371,M,Gianni Romme,Netherlands
20372,M,Bart Veldkamp,Belgium
20373,F,Lyudmila Prokasheva,Kazakhstan
20374,M,Bob de Jong,Netherlands
20375,M,Simon Fairweather,Australia
20376,M,Victor Wunderle,United States
20377,M,Wietse van Alten,Netherlands
20378,F,Mi-Jin Jun,South Korea
20379,F,Nam-Soon Kim,South Korea
20380,M,Chung-Tae Kim,South Korea
20381,M,Ilario di Buo,Italy
20382,F,Nataliya Burdeyna,Ukraine
20383,F,Kateryna Serdyuk,Ukraine
20384,M,Maurice Greene,United States
20385,M,Obadele Thompson,Barbados
20386,F,Ekaterini Thanou,Greece
20387,F,Tanya Lawrence,Jamaica
20388,M,Konstantinos Kenteris,Greece
20389,M,Darren Campbell,Great Britain
20390,F,Susanthika Jayasinghe,Sri Lanka
20391,F,Beverly McDonald,Jamaica
20392,F,Lorraine Graham,Jamaica
20393,F,Katharine Merry,Great Britain
20394,M,Nils Schumann,Germany
20395,M,Wilson Kipketer,Denmark
20396,M,Aissa Djabir Said-Guerni,Algeria
20397,F,Stephanie Graf,Austria
20398,F,Kelly Holmes,Great Britain
20399,M,Noah Ngeny,Kenya
20400,M,Hicham el Guerrouj,Morocco
20401,M,Bernard Lagat,Kenya
20402,F,Nouria Merah-Benida,Algeria
20403,F,Violeta Szekely,Romania
20404,M,Millon Wolde,Ethiopia
20405,M,Ali Saidi-Sief,Algeria
20406,M,Brahim Lahlafi,Morocco
20407,F,Sonia O'Sullivan,Ireland
20408,M,Assefa Mezgebu,Ethiopia
20409,M,Gezahgne Abera,Ethiopia
20410,M,Tesfaye Tola,Ethiopia
20411,F,Naoko Takahashi,Japan
20412,F,Lidia Simon,Romania
20413,F,Joyce Chepchumba,Kenya
20414,F,Olga Shishigina,Kazakhstan
20415,F,Glory Alozie,Nigeria
20416,F,Melissa Morrison,United States
20417,M,Anier Garcia,Cuba
20418,M,Terrence Trammell,United States
20419,M,Angelo Taylor,United States
20420,M,Hadi Souan Somayli,Saudi Arabia
20421,M,Llewellyn Herbert,South Africa
20422,F,Irina Privalova,Russia
20423,F,Nouzha Bidouane,Morocco
20424,M,Reuben Kosgei,Kenya
20425,M,Wilson Boit Kipketer,Kenya
20426,M,Ali Ezzine,Morocco
20427,M,Bernard Williams III,United States
20428,M,Brian Lewis,United States
20429,M,Kenneth Brokenburr,United States
20430,M,Claudinei da Silva,Brazil
20431,M,Vicente Lima,Brazil
20432,M,Claudio Souza,Brazil
20433,M,Ivan Garcia,Cuba
20434,M,Jose Angel Cesar,Cuba
20435,M,Freddy Mayola,Cuba
20436,M,Luis Alberto Perez,Cuba
20437,F,Debbie Ferguson,Bahamas
20438,F,Eldece Lewis,Bahamas
20439,F,Veronica Campbell,Jamaica
20440,F,Meriene Frazer,Jamaica
20441,F,Torri Edwards,United States
20442,F,Nanceen Perry,United States
20443,F,Passion Richardson,United States
20444,M,Sunday Bada,Nigeria
20445,M,Clement Chukwu,Nigeria
20446,M,Jude Monye,Nigeria
20447,M,Enefiok Udo-Obong,Nigeria
20448,M,Nduka Awazie,Nigeria
20449,M,Fidelis Gadzama,Nigeria
20450,M,Michael Blackwood,Jamaica
20451,M,Danny McFarlane,Jamaica
20452,M,Chris Williams,Jamaica
20453,M,Sanjay Ayre,Jamaica
20454,M,Avard Moncur,Bahamas
20455,M,Troy McIntosh,Bahamas
20456,M,Carl Oliver,Bahamas
20457,M,Chris Brown,Bahamas
20458,M,Timothy Munnings,Bahamas
20459,F,Andrea Anderson,United States
20460,F,LaTasha Colander,United States
20461,F,Monique Hennagan,United States
20462,F,Sandie Richards,Jamaica
20463,F,Catherine Scott-Pomales,Jamaica
20464,F,Natalya Nazarova,Jamaica
20465,F,Olesya Zykina,Jamaica
20466,F,Olga Kotlyarova,Russia
20467,F,Svetlana Gontcharenko,Russia
20468,F,Yulia Sotnikova,Russia
20469,M,Noe Hernandez,Mexico
20470,M,Vladimir Andreyev,Russia
20471,F,Kjersti Plaetzer,Norway
20472,F,Maria Vasco,Spain
20473,M,Aigars Fadejevs,Latvia
20474,M,Joel Sanchez,Mexico
20475,M,Sergey Kliugin,Russia
20476,M,Abderrahmane Hammad,Algeria
20477,F,Yelena Yelesina,Russia
20478,F,Hestrie Cloete,South Africa
20479,F,Kajsa Bergqvist,Sweden
20480,F,Oana Musunoi-Pantelimon,Romania
20481,M,Ivan Pedroso,Cuba
20482,M,Jai Taurima,Australia
20483,M,Roman Schurenko,Ukraine
20484,F,Tatyana Kotova,United States
20485,M,Yoel Garcia,Cuba
20486,M,Denis Kapustin,Russia
20487,F,Tereza Marinova,Bulgaria
20488,F,Tatyana Lebedeva,Russia
20489,F,Olena Hovorova,Ukraine
20490,M,Nick Hysong,United States
20491,M,Lawrence Johnson,United States
20492,M,Maxim Tarasov,Russia
20493,F,Stacy Dragila,United States
20494,F,Tatiana Grigorieva,Australia
20495,F,Vala Flosadottir,Iceland
20496,M,Virgilijus Alekna,Lithuania
20497,M,Frantz Kruger,South Africa
20498,F,Anastasia Kelesidou,Greece
20499,F,Irina Yatchenko,Belarus
20500,M,Szymon Ziolkowski,Poland
20501,M,Nicola Vizzoni,Italy
20502,M,Igor Astapkovich,Belarus
20503,F,Kamila Skolimowska,Poland
20504,F,Olga Kuzenkova,Russia
20505,F,Kirsten Münchow,Germany
20506,M,Sergey Makarov,Russia
20507,F,Mirela Manjani,Greece
20508,F,Osleidys Menendez,Cuba
20509,M,Arsi Harju,Finland
20510,M,Adam Nelson,United States
20511,F,Yanina Korolchik,Belarus
20512,F,Larisa Peleshenko,Russia
20513,F,Yelena Prokhorova,Russia
20514,M,Erki Nool,Estonia
20515,M,Roman Sebrle,Czech Republic
20516,M,Chris Huffins,United States
20517,M,Xinpeng Ji,China
20518,M,Hendrawan,Indonesia
20519,M,Xuanze Xia,China
20520,F,Zhichao Gong,China
20521,F,Camilla Martin,Denmark
20522,F,Zhaoying Ye,China
20523,M,Tony Gunawan,Indonesia
20524,M,Candra Wijaya,Indonesia
20525,M,Yong-Sung Yoo,South Korea
20526,M,Dong-Soo Lee,South Korea
20527,M,Tae-Kwon Ha,South Korea
20528,F,Nanyan Huang,China
20529,F,Wei Yang,China
20530,F,Ling Gao,China
20531,M,Jun Zhang,China
20532,M,Tri Kusharyanto,Indonesia
20533,F,Minarti Timur,Indonesia
20534,M,Simon Archer,Great Britain
20535,F,Joanne Goode,Great Britain
20536,M,Travis Dawkins,United States
20537,M,Adam Everett,United States
20538,M,Chris George,United States
20539,M,Ryan Franklin,United States
20540,M,John Cotton,United States
20541,M,Pat Borders,United States
20542,M,Sean Burroughs,United States
20543,M,Brent Abernathy,United States
20544,M,Kurt Ainsworth,United States
20545,M,Mike Kinkade,United States
20546,M,Rick Krivda,United States
20547,M,Doug Mientkiewicz,United States
20548,M,Shane Heams,United States
20549,M,Marcus Jensen,United States
20550,M,Jon Rauch,United States
20551,M,Mike Neill,United States
20552,M,Roy Oswalt,United States
20553,M,Anthony Sanders,United States
20554,M,Bobby Seay,United States
20555,M,Ben Sheets,United States
20556,M,Brad Wilkerson,United States
20557,M,Ernie Young,United States
20558,M,Todd Williams,United States
20559,M,Rolando Merino,Cuba
20560,M,Javier Mendez,Cuba
20561,M,Ariel Pestano,Cuba
20562,M,Gabriel Pierre,Cuba
20563,M,Maels Rodriguez,Cuba
20564,M,Lazaro Valle,Cuba
20565,M,Norge Vera,Cuba
20566,M,Jose Ariel Contreras,Cuba
20567,M,Yobal Duenas,Cuba
20568,M,Yovany Aragon,Cuba
20569,M,Danel Castro,Cuba
20570,M,Oscar Macias,Cuba
20571,M,Yasser Gomez,Cuba
20572,M,Jose Ibar,Cuba
20573,M,Soo-Kyung Kim,South Korea
20574,M,Tae-Gyun Kim,South Korea
20575,M,Ki-Tai Kim,South Korea
20576,M,Dong-Joo Kim,South Korea
20577,M,Han-Soo Kim,South Korea
20578,M,Soo-Keun Jung,South Korea
20579,M,Pil-Jung Jin,South Korea
20580,M,Tae-Hyon Chong,South Korea
20581,M,Min-Tae Chung,South Korea
20582,M,Sung-Heon Hong,South Korea
20583,M,Sung-Ho Jang,South Korea
20584,M,Dae-Sung Koo,South Korea
20585,M,Byung-Kyu Lee,South Korea
20586,M,Jae-Hong Park,South Korea
20587,M,Jin-Man Park,South Korea
20588,M,Jong-Ho Park,South Korea
20589,M,Kyung-Oan Park,South Korea
20590,M,Seok-Jin Park,South Korea
20591,M,Seung-Ho Lee,South Korea
20592,M,Seung-Yuop Lee,South Korea
20593,M,Chang-Yong Lim,South Korea
20594,M,Sun-Dong Lim,South Korea
20595,M,Jin-Woo Song,South Korea
20596,M,Min-Han Son,South Korea
20597,M,Steve Smith,United States
20598,M,Alonzo Mourning,United States
20599,M,Allan Houston,United States
20600,M,Tim Hardaway,United States
20601,M,Antonio McDyess,United States
20602,M,Jason Kidd,United States
20603,M,Ray Allen,United States
20604,M,Vin Baker,United States
20605,M,Shareef Abdur-Rahim,United States
20606,M,Vince Carter,United States
20607,M,Kevin Garnett,United States
20608,M,Jim Bilba,France
20609,M,Yann Bonato,France
20610,M,Makan Dioumassi,France
20611,M,Laurent Foirest,France
20612,M,Thierry Gadou,France
20613,M,Cyril Julian,France
20614,M,Henry Crawford Palmer,France
20615,M,Antoine Rigaudeau,France
20616,M,Stephane Risacher,France
20617,M,Laurent Sciarra,France
20618,M,Moustapha Sonko,France
20619,M,Frederic Weis,France
20620,M,Audrius Giedraitis,Lithuania
20621,M,Sarunas Jasikevicius,Lithuania
20622,M,Kestutis Marciulionis,Lithuania
20623,M,Tomas Masiulis,Lithuania
20624,M,Darius Maskoliunas,Lithuania
20625,M,Ramunas Siskauskas,Lithuania
20626,M,Darius Songaila,Lithuania
20627,M,Mindaugas Timinskas,Lithuania
20628,M,Dainius Adomaitis,Lithuania
20629,F,Delisha Milton,United States
20630,F,Yolanda Griffith,United States
20631,F,Chamique Holdsclaw,United States
20632,F,Katie Smith,United States
20633,F,Natalie Williams,United States
20634,F,Kara Wolters,United States
20635,F,Kristi Harrower,Australia
20636,F,Jo Hill,Australia
20637,F,Lauren Jackson,Australia
20638,F,Annie la Fleur,Australia
20639,F,Kelly Santos,Brazil
20640,F,Adriana Pinto,Brazil
20641,F,Helen Cristina Luz,Brazil
20642,F,Claudia Neves,Brazil
20643,F,Ilisaine Karen David,Brazil
20644,F,Lilian Cristina Goncalves,Brazil
20645,M,Dain Blanton,United States
20646,M,Eric Fonoimoana,United States
20647,M,José Marco Melo,Brazil
20648,M,Ricardo Santos,Brazil
20649,M,Jörg Ahmann,Germany
20650,M,Axel Hager,Germany
20651,F,Shelda Bede,Brazil
20652,F,Adriana Behar,Brazil
20653,M,Brahim Asloum,France
20654,M,Un-Chol Kim,North Korea
20655,M,Wijan Ponlid,Thailand
20656,M,Jerome Thomas,France
20657,M,Vladimir Sidorenko,Ukraine
20658,M,Guillermo Rigondeaux,Cuba
20659,M,Clarence Vinson,United States
20660,M,Serguey Daniltchenko,Ukraine
20661,M,Bekzat Sattarkhanov,Kazakhstan
20662,M,Ricardo Juarez,United States
20663,M,Kamil Dzamalutdinov,Russia
20664,M,Tahar Tamsamani,Morocco
20665,M,Mario Kindelan,Cuba
20666,M,Andriy Kotelnyk,Ukraine
20667,M,Alexandr Maletin,Russia
20668,M,Cristian Bejarano,Mexico
20669,M,Mahamadkadyz Abdullaev,Uzbekistan
20670,M,Ricardo Williams,United States
20671,M,Diogenes Luna,Cuba
20672,M,Mohamed Allalou,Algeria
20673,M,Sergey Dotsenko,Ukraine
20674,M,Dorel Simion,Romania
20675,M,Vitalii Grusac,Moldova
20676,M,Jermain Taylor,United States
20677,M,Pornchai Thongburan,Thailand
20678,M,Jorge Gutierrez,Cuba
20679,M,Gaidarbek Gaidarbekov,Russia
20680,M,Zsolt Erdei,Hungary
20681,M,Vugar Alekperov,Azerbaijan
20682,M,Alexander Lebziak,Russia
20683,M,Rudolf Kraj,Czech Republic
20684,M,Andri Fedtchouk,Ukraine
20685,M,Sergei Mikhailov,Uzbekistan
20686,M,Sultanahmed Ibzagimov,Russia
20687,M,Sebastian Kober,Germany
20688,M,Vladimir Tchantouria,Georgia
20689,M,Audley Harrison,Great Britain
20690,M,Mukhtarkhan Dildabekov,Kazakhstan
20691,M,Paolo Vidoz,Italy
20692,M,Rustam Saidov,Uzbekistan
20693,M,Petar Merkov,Bulgaria
20694,M,Michael Kolganov,Israel
20695,M,Tim Brabants,Great Britain
20696,M,Zoltan Kammerer,Hungary
20697,M,Botond Storcz,Hungary
20698,M,Ronald Rauhe,Germany
20699,M,Tim Wieskötter,Germany
20700,F,Katrin Wagner,Germany
20701,F,Szilvia Szabo,Hungary
20702,F,Katalin Kovacs,Hungary
20703,F,Beata Sokolowska,Poland
20704,F,Aneta Pastuszka,Poland
20705,M,Markus Oscarsson,Sweden
20706,M,Henrik Nilsson,Sweden
20707,M,Krisztian Vereb,Hungary
20708,M,Krisztian Bartfai,Hungary
20709,F,Erzsebet Viski,Hungary
20710,F,Elena Radu,Romania
20711,F,Raluca Andreea Ionita,Romania
20712,F,Mariana Limbau,Romania
20713,M,Akos Vereckei,Hungary
20714,M,Jan Schäfer,Germany
20715,M,Stefan Ulm,Germany
20716,M,Bjorn Bach,Germany
20717,M,Marek Witkowski,Poland
20718,M,Adam Seroczynski,Poland
20719,M,Thomas Schmidt,Germany
20720,M,Paul Ratcliffe,Great Britain
20721,F,Brigitte Guibal,France
20722,F,Anne-Lise Bardet,France
20723,M,Maxim Opalev,Russia
20724,M,Ledys Frank Balceiro,Cuba
20725,M,Steve Giles,Canada
20726,M,Ferenc Novak,Hungary
20727,M,Pawel Baraszkiewicz,Poland
20728,M,Daniel Jedraszko,Poland
20729,M,Florin Popescu,Romania
20730,M,Mitica Pricop,Romania
20731,M,Ibrahim Rojas,Cuba
20732,M,Leobaldo Pereira,Cuba
20733,M,Lars Kober,Germany
20734,M,Stefan Utess,Germany
20735,M,Tony Estanguet,France
20736,M,Juraj Mincik,Slovakia
20737,M,Pavol Hochschorner,Slovakia
20738,M,Peter Hochschorner,Slovakia
20739,M,Krzysztof Kolomanski,Poland
20740,M,Michal Staniszewski,Poland
20741,M,Tomas Mader,Czech Republic
20742,M,Marek Jiras,Czech Republic
20743,M,Jan Ullrich,Germany
20744,M,Alexandre Vinokourov,Kazakhstan
20745,M,Andreas Klöden,Germany
20746,F,Leontien Zijlaard-Van Moorsel,Netherlands
20747,F,Hanka Kupfernagel,Germany
20748,F,Diana Ziliute,Lithuania
20749,M,Vyacheslav Yekimov,Russia
20750,M,Lance Armstrong,United States
20751,F,Mari Holden,United States
20752,F,Oxana Grichina,Russia
20753,F,Iryna Yanovych,Ukraine
20754,M,Arnaud Tournant,France
20755,M,Laurant Gane,France
20756,M,Chris Hoy,Great Britain
20757,M,Jason Queally,Great Britain
20758,M,Craig Maclean,Great Britain
20759,M,Sean Eadie,Australia
20760,M,Darryn Hill,Australia
20761,F,Cuihua Jiang,China
20762,M,Stefan Nimke,Germany
20763,M,Robert Bartko,Germany
20764,F,Yvonne McGregor,Great Britain
20765,M,Daniel Becke,Germany
20766,M,Oleksandr Fedenko,Ukraine
20767,M,Sergiy Matveyev,Ukraine
20768,M,Sergiy Chernyavskyy,Ukraine
20769,M,Oleksandr Symonenko,Ukraine
20770,M,Chris Newton,Great Britain
20771,M,Bryan Steel,Great Britain
20772,M,Bradley Wiggins,Great Britain
20773,M,Paul Manning,Great Britain
20774,M,Etienne de Wilde,Belgium
20775,M,Matthew Gilmore,Belgium
20776,M,Marco Villa,Italy
20777,M,Filip Meirhaeghe,Belgium
20778,M,Christoph Sauser,Switzerland
20779,F,Barbara Blatter,Switzerland
20780,F,Margarita Fullana,Spain
20781,M,Juan Llaneras,Spain
20782,M,Milton Wynants,Uruguay
20783,M,Alexey Markov,Russia
20784,F,Olga Slyusareva,Russia
20785,M,Liang Tian,China
20786,M,Jia Hu,China
20787,F,Laura Wilkinson,United States
20788,F,Na Li,China
20789,F,Anne Montminy,Canada
20790,M,Fernando Platas,Mexico
20791,F,Jingjing Guo,China
20792,F,Dörte Lindner,Germany
20793,M,Igor Loukachine,Russia
20794,M,Heiko Meyer,Germany
20795,F,Xue Sang,China
20796,F,Emilie Heymans,Canada
20797,F,Rebecca Gilmore,Australia
20798,F,Loudy Tourky,Australia
20799,M,Alexandre Dobroskok,Russia
20800,M,Robert Newbery,Australia
20801,M,Dean Pullar,Australia
20802,F,Ioulia Pakhalina,Russia
20803,F,Vera Ilina,Russia
20804,F,Olena Zhupina,Ukraine
20805,F,Ganna Sorokina,Ukraine
20806,F,Ulla Salzgeber,Germany
20807,F,Alexandra Simons de Ridder,Germany
20808,F,Nadine Capellmann,Germany
20809,M,Arjen Teeuwissen,Netherlands
20810,F,"Jacoba Maria Jozina ""Coby"" van Baalen",Netherlands
20811,F,Susan Blinks,United States
20812,F,Christine Traurig,United States
20813,M,Jeroen Dubbeldam,Netherlands
20814,M,Albert Voorn,Netherlands
20815,M,Khaled al Eid,Saudi Arabia
20816,M,Marcus Ehning,Germany
20817,M,Otto Becker,Germany
20818,M,Markus Fuchs,Switzerland
20819,M,Beat Mändli,Switzerland
20820,F,Lesley McNaught,Switzerland
20821,M,Stuart Tinney,Australia
20822,M,Leslie Law,Great Britain
20823,F,"Philippa Rachel ""Pippa"" Funnell",Great Britain
20824,F,Jeanette Brakewell,Great Britain
20825,M,Karen O'Connor,United States
20826,M,Linden Wiesman,United States
20827,M,Nina Fout,United States
20828,M,Young-Ho Kim,South Korea
20829,M,Ralf Bissdorf,Germany
20830,F,Rita König,Germany
20831,M,Jean-Noel Ferrari,France
20832,M,Brice Guyart,France
20833,M,Patrice l'Hotellier,France
20834,M,Haibin Wang,China
20835,M,Zhaozhi Dong,China
20836,M,Jie Zhang,China
20837,M,Chong Ye,China
20838,M,Gabriele Magni,Italy
20839,M,Daniele Crosta,Italy
20840,M,Matteo Zennaro,Italy
20841,M,Salvatore Sanzo,Italy
20842,F,Annamaria Giacometti,Italy
20843,F,Anna Rybicka,Poland
20844,F,Magdalena Mroczkiewicz,Poland
20845,F,Sylwia Gruchala,Poland
20846,F,Barbara Wolnicka,Poland
20847,F,Gesine Schiel,Germany
20848,M,Hugues Obry,France
20849,M,Sang-Ki Lee,South Korea
20850,F,Timea Nagy,Hungary
20851,F,Gianna Hablützel-Bürki,Switzerland
20852,M,Alfredo Rota,Italy
20853,M,Paolo Milanoli,Italy
20854,M,Jean Francois di Martino,France
20855,M,Candido Alberto Maya,Cuba
20856,M,Carlos Pedroso,Cuba
20857,M,Nelson Loyola,Cuba
20858,F,Oxana Ermakova,Russia
20859,F,Tatiana Logounova,Russia
20860,F,Sophie Lamon,Switzerland
20861,F,Tabea Steffen,Switzerland
20862,F,Diana Romagnoli,Switzerland
20863,F,Qin Liang,China
20864,F,Shaoqi Yang,China
20865,F,Yinqing Liu,China
20866,M,Mihai Claudiu Covaliu,Romania
20867,M,Mathieu Gourdain,France
20868,M,Wiradech Kothny,Germany
20869,M,Alexei Frossine,Russia
20870,M,Julien Pillet,France
20871,M,Cedric Seguin,France
20872,M,Eero Lehmann,Germany
20873,M,Dennis Bauer,Germany
20874,M,Alexander Weber,Germany
20875,M,Jaap Derk Buma,Netherlands
20876,M,Marten Eikelboom,Netherlands
20877,M,Piet-Hein Geeris,Netherlands
20878,M,Sander van der Weide,Netherlands
20879,M,Diederik van Weel,Netherlands
20880,M,Peter Wind,Netherlands
20881,M,Jung-Chul Kim,South Korea
20882,M,Jong-Chun Lim,South Korea
20883,M,Jung-Woo Lim,South Korea
20884,M,Seung-Tae Song,South Korea
20885,M,Jong-Ho Seo,South Korea
20886,M,Woon-Kon Yeo,South Korea
20887,M,Keon-Wook Kang,South Korea
20888,M,Chel-Hwan Kim,South Korea
20889,M,Kyung-Seok Kim,South Korea
20890,M,Yong-Bae Kim,South Korea
20891,M,Yoon Kim,South Korea
20892,M,Jong-Hyun Hwang,South Korea
20893,M,Hyung-Bae Han,South Korea
20894,M,Seong-Hwan Ji,South Korea
20895,M,Hong-Kwon Jeon,South Korea
20896,M,Jong-Ha Jeon,South Korea
20897,M,Craig Victory,Australia
20898,M,Matthew Wells,Australia
20899,M,Brent Livermore,Australia
20900,M,Jason Duff,Australia
20901,M,Troy Elder,Australia
20902,M,James Elmer,Australia
20903,M,Adam Commens,Australia
20904,M,Michael Brennan,Australia
20905,M,Stephen Holt,Australia
20906,F,Nikki Hudson,Australia
20907,F,Kate Allen,Australia
20908,F,Rachel Imison,Australia
20909,F,Claire Mitchell-Taverner,Australia
20910,F,Alison Peek,Australia
20911,F,Angie Skirving,Australia
20912,F,Julie Towers,Australia
20913,F,Maria Paz Ferrari,Argentina
20914,F,Anabel Gambero,Argentina
20915,F,Agustina Garcia,Argentina
20916,F,Maria de la Paz Hernandez,Argentina
20917,F,Laura Maiztegui,Argentina
20918,F,Mercedes Margalot,Argentina
20919,F,Karina Masotta,Argentina
20920,F,Vanina Oneto,Argentina
20921,F,Jorgelina Rimoldi,Argentina
20922,F,Cecilia Rognoni,Argentina
20923,F,Ayelen Stepnik,Argentina
20924,F,Paola Vukojicic,Argentina
20925,F,Mariela Antoniska,Argentina
20926,F,Ines Arrondo,Argentina
20927,F,Luciana Aymar,Argentina
20928,F,Magadalena Aicega,Argentina
20929,F,Myrna Veenstra,Netherlands
20930,F,Daphne Touw,Netherlands
20931,F,Macha van der Vaart,Netherlands
20932,F,Minke Booij,Netherlands
20933,F,Ageeth Boomgaardt,Netherlands
20934,F,Julie Deiters,Netherlands
20935,F,Margje Teeuwen,Netherlands
20936,F,Clarinda Sinnige,Netherlands
20937,F,Hanneke Smabers,Netherlands
20938,F,Minke Smabers,Netherlands
20939,F,Fatima Moreira de Melo,Netherlands
20940,M,Patrice Abanda,Cameroon
20941,M,Nicolas Alnoudji,Cameroon
20942,M,Clement Beaud,Cameroon
20943,M,Daniel Bekono,Cameroon
20944,M,Serge Branco,Cameroon
20945,M,Joel Epalle,Cameroon
20946,M,Lauren Etame Mayer,Cameroon
20947,M,Samuel Eto'o Fils,Cameroon
20948,M,Idriss Carlos Kameni,Cameroon
20949,M,Modeste Mbami,Cameroon
20950,M,Patrick Mboma,Cameroon
20951,M,Albert Meyong Ze,Cameroon
20952,M,Serge Mimpo,Cameroon
20953,M,Daniel Ngom Kome,Cameroon
20954,M,Aaron Nguimbat,Cameroon
20955,M,Geremi Njitap Fotso,Cameroon
20956,M,Patrick K Suffo,Cameroon
20957,M,Pierre Wome,Cameroon
20958,M,Jordi Ferron,Spain
20959,M,Ismael Ruiz,Spain
20960,M,Mari José,Spain
20961,M,Lacruz,Spain
20962,M,Capdevila,Spain
20963,M,David Albelda,Spain
20964,M,Ivan Amaya,Spain
20965,M,Miguel Angel Angulo,Spain
20966,M,Daniel Aranzubia,Spain
20967,M,Puyol,Spain
20968,M,Tamudo,Spain
20969,M,Unai,Spain
20970,M,Albert Luque,Spain
20971,M,Gabri,Spain
20972,M,Félip Ortiz,Spain
20973,M,Toni Velamazan,Spain
20974,M,Xavi,Spain
20975,M,Cristian Alvarez,Chile
20976,M,Francisco Arrue,Chile
20977,M,Pablo Contreras,Chile
20978,M,Javier di Gregorio,Chile
20979,M,Sebastian Gonzalez,Chile
20980,M,David Henriquez,Chile
20981,M,Manuel Ibarra,Chile
20982,M,Claudio Maldonado,Chile
20983,M,Reinaldo Navia,Chile
20984,M,Rodrigo Nuñez,Chile
20985,M,Rafael Olarra,Chile
20986,M,Patricio Ormazabal,Chile
20987,M,David Pizarro,Chile
20988,M,Pedro Reyes,Chile
20989,M,Mauricio Rojas,Chile
20990,M,Nelson Tapia,Chile
20991,M,Rodrigo Tello,Chile
20992,M,Ivan Zamorano,Chile
20993,F,Anita Rapp,Norway
20994,F,Unni Lehn,Norway
20995,F,Dagny Mellgren,Norway
20996,F,Silje Joergensen,Norway
20997,F,Monica Knudsen,Norway
20998,F,Goeril Kringen,Norway
20999,F,Bente Kvitland,Norway
21000,F,Kristin Bekkevold,Norway
21001,F,Christine Boe Jensen,Norway
21002,F,Ragnhild Gulbrandsen,Norway
21003,F,Solveig Gulbrandsen,Norway
21004,F,Margunn Haugenes,Norway
21005,F,Ingeborg Hovland,Norway
21006,F,Christie Rampone Pearce,United States
21007,F,Siri Mullinix,United States
21008,F,Nikki Serlenga,United States
21009,F,Danielle Slaton,United States
21010,F,Sara Whalen,United States
21011,F,Kate Markgraf,United States
21012,F,Michelle French,United States
21013,F,Lorrie Fair,United States
21014,F,Tina Wunderlich,Germany
21015,F,Bettina Wiegmann,Germany
21016,F,Kerstin Stegemann,Germany
21017,F,Birgit Prinz,Germany
21018,F,Silke Rottenberg,Germany
21019,F,Nicole Brandebusemeyer,Germany
21020,F,Nadine Angerer,Germany
21021,F,Doris Fitschen,Germany
21022,F,Jeannette Götte,Germany
21023,F,Stefanie Gottschlich,Germany
21024,F,Inka Grings,Germany
21025,F,Maren Meinert,Germany
21026,F,Sandra Minnert,Germany
21027,F,Claudia Müller,Germany
21028,F,Renate Lingor,Germany
21029,F,Steffi Jones,Germany
21030,F,Ariane Hingst,Germany
21031,F,Melanie Hoffmann,Germany
21032,M,Wei Yang,China
21033,M,Oleksandr Beresh,Ukraine
21034,F,Maria Olaru,Romania
21035,F,Xuan Liu,China
21036,M,Xiaopeng Li,China
21037,M,Junfeng Xiao,China
21038,M,Aowei Xing,China
21039,M,Xu Huang,China
21040,M,Lihui Zheng,China
21041,M,Valeriy Goncharov,Ukraine
21042,M,Valeriy Pereshkura,Ukraine
21043,M,Ruslan Myezyentsev,Ukraine
21044,M,Roman Zozulya,Ukraine
21045,M,Alexey Bondarenko,Russia
21046,M,Maxim Alechine,Russia
21047,M,Dmitri Drevine,Russia
21048,F,Loredana Boboc,Romania
21049,F,Andreea Raducan,Romania
21050,F,Andreea Isarescu,Romania
21051,F,Claudia Presacan,Romania
21052,F,Elena Prodounova,Russia
21053,F,Ekaterina Lobazniouk,Russia
21054,F,Anastassia Kolesnikova,Russia
21055,F,Elena Zamolodchikova,Russia
21056,F,Anna Tchepeleva,Russia
21057,F,Elise Ray,United States
21058,F,Kristen Maloney,United States
21059,F,Tasha Schwikert-Warren,United States
21060,F,Jamie Dantzscher,United States
21061,M,Igors Vihrovs,Latvia
