Athlete_ID,Gender,Name,Nationality
7648,M,Johan Ferner,Norway
7649,M,Erik Heiberg,Norway
7650,M,Tor Birger Arneberg,Norway
7651,M,Ragnar Jansson,Finland
7652,M,Jonas Konto,Finland
7653,M,Paul Sjöberg,Finland
7654,M,Ernst Westerlund,Finland
7655,M,Rolf Turkka,Finland
7656,M,Szilárd Kun,Hungary
7657,M,Gheorghe Lichiardopol,Romania
7658,M,Joe Benner,United States
7659,M,Ángel León,United States
7660,M,Ambrus Balogh,Hungary
7661,M,Iosif Sirbu,Romania
7662,M,Boris Andreyev,Soviet Union
7663,M,Arthur Jackson,United States
7664,M,Erling Kongshaug,Norway
7665,M,Vilho Ylönen,Finland
7666,M,John Larsen,Norway
7667,M,Olof Sköldberg,Sweden
7668,M,Tauno Mäki,Finland
7669,M,Anatoly Bogdanov,Soviet Union
7670,M,Robert Bürchler,Switzerland
7671,M,Lev Vaynshteyn,Soviet Union
7672,M,George Généreux,Canada
7673,M,Knut Holmqvist,Sweden
7674,M,Hans Liljedahl,Sweden
7675,M,Arnfinn Bergmann,Norway
7676,M,Torbjørn Falkanger,Norway
7677,M,Karl Holmström,Sweden
7678,M,Ken Henry,United States
7679,M,Donald McDermott,United States
7680,M,Arne Johansen,Norway
7681,M,Gordon Audley,Canada
7682,M,Hjallis Andersen,Norway
7683,M,Wim van der Voort,Netherlands
7684,M,Roald Aas,Norway
7685,M,Kees Broekman,Netherlands
7686,M,Sverre Haugli,Norway
7687,M,Carl-Erik Asplund,Sweden
7688,M,Clarke Scholes,United States
7689,M,Hiroshi Suzuki,Japan
7690,M,Göran Larsson,Sweden
7691,F,Katalin Szöke,Hungary
7692,F,Judit Temes,Hungary
7693,M,Jean Boiteux,France
7694,M,Ford Konno,United States
7695,M,Per Olof Östrand,Sweden
7696,F,Valéria Gyenge,Hungary
7697,F,Evelyn Kawamoto,United States
7698,M,Shiro Hashizume,Japan
7699,M,Tetsuo Okamoto,Brazil
7700,F,Ilona Novák,Hungary
7701,F,Maria Littomeritzky,Hungary
7702,F,Koosje van Voorn,Netherlands
7703,F,Jacqueline LaVine,United States
7704,F,Joan Alderson,United States
7705,F,Marilee Stepan,United States
7706,M,Wayne Moore,United States
7707,M,William Woolsey,United States
7708,M,Wally Wolf,United States
7709,M,Don Sheff,United States
7710,M,Frank Dooley,United States
7711,M,Bumpy Jones,United States
7712,M,Toru Goto,Japan
7713,M,Yoshihiro Hamaguchi,Japan
7714,M,Teijiro Tanikawa,Japan
7715,M,Aldo Eminente,France
7716,M,Yoshinobu Oyakawa,United States
7717,M,Gilbert Bozon,France
7718,M,Jack Taylor,United States
7719,F,Joan Harrison,South Africa
7720,F,Geertje Wielema,Netherlands
7721,F,Jean Stewart,New Zealand
7722,M,John Davies,Australia
7723,M,Bowen Stassforth,United States
7724,M,Herbert Klein,Germany
7725,F,Éva Székely,Hungary
7726,F,Helen Gordon,Great Britain
7727,M,György Vizvári,Hungary
7728,M,György Kárpáti,Hungary
7729,M,Kálmán Markovits,Hungary
7730,M,Miklós Martin,Hungary
7731,M,István Hasznos,Hungary
7732,M,Róbert Antal,Hungary
7733,M,Antal Bolvári,Hungary
7734,M,Veljko Bakasun,Yugoslavia
7735,M,Vlado Ivkovic,Yugoslavia
7736,M,Zdravko Jezic,Yugoslavia
7737,M,Zdravko Kovacic,Yugoslavia
7738,M,Ivo Kurtini,Yugoslavia
7739,M,Marko Brainovic,Yugoslavia
7740,M,Lovro Radonjic,Yugoslavia
7741,M,Ivo Stakula,Yugoslavia
7742,M,Bosko Vuksanovic,Yugoslavia
7743,M,Lugio Ceccarini,Italy
7744,M,Renato De Sanzuane,Italy
7745,M,Raffaello Gambino,Italy
7746,M,Salvatore Gionta,Italy
7747,M,Maurizio Mannelli,Italy
7748,M,Vincenzo Polito,Italy
7749,M,Carlo Peretti,Italy
7750,M,Renato Traiola,Italy
7751,M,Ivan Udodov,Soviet Union
7752,M,Mahmoud Namjou,Iran
7753,M,Ali Mirzaii,Iran
7754,M,Rafael Chimishkyan,Soviet Union
7755,M,Nikolay Saksonov,Soviet Union
7756,M,Tommy Kono,United States
7757,M,Yevgeny Lopatin,Soviet Union
7758,M,Verdi Barberis,Australia
7759,M,Gérard Gratton,Canada
7760,M,Trofim Lomakin,Soviet Union
7761,M,Arkady Vorobyev,Soviet Union
7762,M,Grigory Novak,Soviet Union
7763,M,Lennox Kilgour,Trinidad & Tobago
7764,M,James Bradford,United States
7765,M,Humberto Selvetti,Argentina
7766,M,Hasan Gemici,Turkey
7767,M,Yushu Kitano,Japan
7768,M,Mahmoud Mollaghasemi,Iran
7769,M,Shohachi Ishii,Japan
7770,M,Rashid Mamedbekov,Soviet Union
7771,M,Kha-Shaba Jadav,India
7772,M,Bayram Sit,Turkey
7773,M,Nasser Givéchi,Iran
7774,M,Josiah Henson,United States
7775,M,Jay Evans,United States
7776,M,Jahanbakht Tofiq,Iran
7777,M,Per Gunnar Berlin,Sweden
7778,M,Abdollah Mojtabavi,Iran
7779,M,David Tsimakuridze,Soviet Union
7780,M,Gholam Reza Takhti,Iran
7781,M,György Gurics,Hungary
7782,M,Vikim Palm,Sweden
7783,M,Adil Atan,Turkey
7784,M,Arsen Mekokishvili,Soviet Union
7785,M,Kenneth Richmond,Great Britain
7786,M,Boris Gurevich,Soviet Union
7787,M,Ignazio Fabra,Italy
7788,M,Leo Honkala,Finland
7789,M,Imre Hódos,Hungary
7790,M,Zakaria Chibab,Lebanon
7791,M,Artem Teryan,Soviet Union
7792,M,Yakov Punkin,Soviet Union
7793,M,Imre Polyák,Hungary
7794,M,Abdel Rashed,Egypt
7795,M,Shazam Safin,Soviet Union
7796,M,Mikulas Athanasov,Czechoslovakia
7797,M,Khalil Taha,Lebanon
7798,M,Kalervo Rauhala,Finland
7799,M,Nikolay Belov,Soviet Union
7800,M,Shalva Chikhladze,Soviet Union
7801,M,Johannes Kotkas,Soviet Union
7802,M,Jozef Ruzicka,Czechoslovakia
7803,M,Tauno Kovanen,Finland
7804,M,Toni Sailer,Austria
7805,M,Raymond Fellay,Switzerland
7806,M,Anderl Molterer,Austria
7807,F,Madeleine Berthod,Switzerland
7808,F,Frieda Dänzer,Switzerland
7809,F,Lucile Wheeler,Canada
7810,M,Walter Schuster,Austria
7811,F,Putzi Frandl,Austria
7812,F,Thea Hochleitner,Austria
7813,M,Chiharu Igaya,Japan
7814,M,Stig Sollander,Sweden
7815,F,Renée Colliard,Switzerland
7816,F,Regina Schöpf,Austria
7817,F,Yevgeniya Sidorova,Soviet Union
7818,M,Bobby Morrow,United States
7819,M,Hec Hogan,Australia
7820,F,Betty Cuthbert,Australia
7821,F,Christa Stubnick,Germany
7822,F,Marlene Mathews-Willard,Australia
7823,F,Marlene Mathews,Australia
7824,M,Charles Jenkins,United States
7825,M,Ardalion Ignatyev,Soviet Union
7826,M,Voitto Hellstén,Finland
7827,M,Tom Courtney,United States
7828,M,Derek Johnson,Great Britain
7829,M,Audun Boysen,Norway
7830,M,Ron Delany,Ireland
7831,M,Klaus Richtzenhain,Germany
7832,M,John Landy,Australia
7833,M,Vladimir Kuts,Soviet Union
7834,M,Gordon Pirie,Great Britain
7835,M,Derek Ibbotson,Great Britain
7836,M,József Kovács,Hungary
7837,M,Allan Lawrence,Australia
7838,M,Franjo Mihalic,Yugoslavia
7839,M,Veikko Karvonen,Finland
7840,F,Gisela Birkemeyer-Köhler,Germany
7841,F,Norma Thrower,Australia
7842,M,Lee Calhoun,United States
7843,M,Joel Shankle,United States
7844,M,Glenn Davis,United States
7845,M,Eddie Southern,United States
7846,M,Josh Culbreath,United States
7847,M,Chris Brasher,Great Britain
7848,M,Sándor Rozsnyól,Hungary
7849,M,Kruska Larsen,Norway
7850,M,Leamon King,United States
7851,M,Ira Murchison,United States
7852,M,Yuri Konovalov,Soviet Union
7853,M,Leonid Bartenev,Soviet Union
7854,M,Leo Pohl,Germany
7855,M,Lothar Knörzer,Germany
7856,M,Heinz Fütterer,Germany
7857,M,Manfred Germar,Germany
7858,F,Fleur Mellor,Australia
7859,F,Norma Croker,Australia
7860,F,Jean Scrivens,Great Britain
7861,F,Anne Pashley,Great Britain
7862,F,Margaret Matthews,United States
7863,F,Isabelle Daniels,United States
7864,F,Wilma Rudolph,United States
7865,M,Lou Jones,United States
7866,M,Jesse Mashburn,United States
7867,M,David Lean,Australia
7868,M,Leon Gregory,Australia
7869,M,Graham Gipson,Australia
7870,M,Kevan Gosper,Australia
7871,M,Peter Higgins,Great Britain
7872,M,John Salisbury,Great Britain
7873,M,Michael Wheeler,Great Britain
7874,M,Leonid Spirin,Soviet Union
7875,M,Antanas Mikenas,Soviet Union
7876,M,Norm Read,New Zealand
7877,M,Yevgeny Maskinsov,Soviet Union
7878,M,Charles Dumas,United States
7879,M,Chilla Porter,Australia
7880,M,Igor Kashkarov,Soviet Union
7881,F,Millie McDaniel,United States
7882,F,Mariya Pisareva,Soviet Union
7883,F,Thelma Hopkins,Great Britain
7884,M,Greg Bell,United States
7885,M,John Bennett,United States
7886,M,Jorma Valkama,Finland
7887,F,Elzbieta Krzeszinska,Poland
7888,F,Willye White,United States
7889,M,Vilhjálmur Einarsson,Iceland
7890,M,Vitold Kreyer,Soviet Union
7891,M,Bob Gutowski,United States
7892,M,Georgios Roubanis,Greece
7893,M,Al Oerter,United States
7894,M,Des Koch,United States
7895,F,Olga Fikotová,Czechoslovakia
7896,F,Irina Beglyakova,Soviet Union
7897,M,Harold Connolly,United States
7898,M,Mikhail Krivonosov,Soviet Union
7899,M,Anatoly Samotsvetov,Soviet Union
7900,M,Egil Danielsen,Norway
7901,M,Janusz Sidlo,Poland
7902,M,Viktor Tsybulenko,Soviet Union
7903,F,Inese Jaunzeme,Soviet Union
7904,F,Marlene Ahrens,Chile
7905,F,Nadezhda Konyaeva,Soviet Union
7906,M,Bill Nieder,United States
7907,M,Jirí Skobla,Czechoslovakia
7908,F,Tamara Tyshkevich,Soviet Union
7909,M,Rafer Johnson,United States
7910,M,Vasily Kuznetsov,Soviet Union
7911,M,Jim Walsh,United States
7912,M,Bob Jeangerard,United States
7913,M,Bill Russell,United States
7914,M,Ron Tomsic,United States
7915,M,Chuck Darling,United States
7916,M,Dick Boushka,United States
7917,M,Carl Cain,United States
7918,M,Gib Ford,United States
7919,M,Bill Evans,United States
7920,M,K C Jones,United States
7921,M,Burdette Haldorson,United States
7922,M,Janis Krumins,Soviet Union
7923,M,Algirdas Lauritenas,Soviet Union
7924,M,Arkady Bochkaryov,Soviet Union
7925,M,Valdis Muiznieks,Soviet Union
7926,M,Mikhail Semyonov,Soviet Union
7927,M,Viktor Zubkov,Soviet Union
7928,M,Vladimir Torban,Soviet Union
7929,M,Mikhail Studenetsky,Soviet Union
7930,M,Carlos Blixen,Uruguay
7931,M,Nelson Chelle,Uruguay
7932,M,Ramiro Cortes,Uruguay
7933,M,Carlos Gonzáles,Uruguay
7934,M,Raúl Mera,Uruguay
7935,M,Oscar Moglia,Uruguay
7936,M,Ariel Olascoaga,Uruguay
7937,M,Milton Scáron,Uruguay
7938,M,Giacomo Conti,Italy
7939,M,Lamberto Dalla Costa,Italy
7940,M,Renzo Alverà,Italy
7941,M,Eugenio Monti,Italy
7942,M,Harry Warburton,Switzerland
7943,M,Max Angst,Switzerland
7944,M,Robert Alt,Switzerland
7945,M,Heinrich Angst,Switzerland
7946,M,Gottfried Diener,Switzerland
7947,M,Franz Kapus,Switzerland
7948,M,Ulrico Girardi,Italy
7949,M,Renato Mocellini,Italy
7950,M,Charles Butler,United States
7951,M,William Dodge,United States
7952,M,James Lamy,United States
7953,M,Arthur Tyler,United States
7954,M,Terence Spinks,Great Britain
7955,M,Mircea Dobrescu,Romania
7956,M,René Libeer,France
7957,M,John Caldwell,Ireland
7958,M,Wolfgang Behrendt,Germany
7959,M,Sun-Chun Song,South Korea
7960,M,Frederick Gilroy,Ireland
7961,M,Claudio Barrientos,Chile
7962,M,Vladimir Safronov,Soviet Union
7963,M,Thomas Nicholls,Great Britain
7964,M,Henryk Niedzwiedzki,Poland
7965,M,Richard McTaggart,Great Britain
7966,M,Harry Kurschat,Germany
7967,M,Anatoly Lagetko,Soviet Union
7968,M,Anthony Byrne,Ireland
7969,M,Vladimir Yengibaryan,Soviet Union
7970,M,Franco Nenzi,Italy
7971,M,Constantin Dumitrescu,Romania
7972,M,Henry Loubscher,South Africa
7973,M,Nicolae Linca,Romania
7974,M,Frederick Tiedt,Ireland
7975,M,Kevin Hogarth,Australia
7976,M,Nicholas Gargano,Great Britain
7977,M,José Torres,United States
7978,M,John McCormack,Great Britain
7979,M,Zbigniew Pietrzykowski,Poland
7980,M,Gennady Shatkov,Soviet Union
7981,M,Ramón Tapia,Chile
7982,M,Gilbert Chapron,France
7983,M,Victor Zalazar,Argentina
7984,M,Jim Boyd,United States
7985,M,Gheorghe Negrea,Romania
7986,M,Romualdas Murauskas,Soviet Union
7987,M,Carlos Lucas,Chile
7988,M,Pete Rademacher,United States
7989,M,Lev Mukhin,Soviet Union
7990,M,Giacomo Bozzano,Italy
7991,M,Daniel Bekker,South Africa
7992,M,Leon Rotman,Romania
7993,M,István Hernek,Hungary
7994,M,Gennady Bukarin,Soviet Union
7995,M,Alexe Dumitru,Romania
7996,M,Simion Ismailciuc,Romania
7997,M,Gratsian Botev,Soviet Union
7998,M,Pavel Kharin,Soviet Union
7999,M,Károly Wieland,Hungary
8000,M,Ferenc Mohácsi,Hungary
8001,M,Marcel Renaud,France
8002,M,József Hunics,Hungary
8003,M,Imre Farkas,Hungary
8004,F,Jelisaveta Dementyeva,Soviet Union
8005,F,Therese Zenz,Germany
8006,F,Tove Søby,Denmark
8007,M,Igor Pisarev,Soviet Union
8008,M,Lajos Kiss,Hungary
8009,M,Ferenc Hatlaczky,Hungary
8010,M,Meinrad Miltenberger,Germany
8011,M,Mikhail Kaaleste,Soviet Union
8012,M,Anatoly Demitkov,Soviet Union
8013,M,László Fábián,Hungary
8014,M,János Urányi,Hungary
8015,M,Theo Kleine,Germany
8016,M,Fritz Briel,Germany
8017,M,Dennis Green,Australia
8018,M,Walter Brown,Australia
8019,F,Lyubov Baranova-Kosyreva,Soviet Union
8020,F,Radya Yeroshina,Soviet Union
8021,F,Sonja Ruthström-Edström,Sweden
8022,M,Sixten Jernberg,Sweden
8023,M,Pavel Kolchin,Soviet Union
8024,M,Fyodor Terentyev,Soviet Union
8025,F,Sirkka Polkunen,Finland
8026,F,Alevtina Kolchina,Soviet Union
8027,F,Anna-Lisa Eriksson,Sweden
8028,F,Irma Johansson,Sweden
8029,M,Vladimir Kuzin,Soviet Union
8030,M,Nikolay Anikin,Soviet Union
8031,M,Jormo Kortelainen,Finland
8032,M,Arvo Viitanen,Finland
8033,M,Gunnar Samuelsson,Sweden
8034,M,Lennart Larsson,Sweden
8035,M,Per-Erik Larsson,Sweden
8036,M,Ercole Baldini,Italy
8037,M,Arnaud Geyre,France
8038,M,Alan Jackson,Great Britain
8039,M,Michel Vermeulin,France
8040,M,Maurice Moucheraud,France
8041,M,Rene Abadie,France
8042,M,Arthur Brittain,Great Britain
8043,M,William Holmes,Great Britain
8044,M,Harry Reynolds,Great Britain
8045,M,Gustav-Adolf Schur,Germany
8046,M,Horst Tüller,Germany
8047,M,Reinhold Pommer,Germany
8048,M,Erich Hagen,Germany
8049,M,Michel Rousseau,France
8050,M,Guglielmo Pesenti,Italy
8051,M,Richard Ploog,Australia
8052,M,Leandro Faggin,Italy
8053,M,Ladislav Foucek,Czechoslovakia
8054,M,Tony Marchant,Australia
8055,M,Joey Browne,Australia
8056,M,Václav Machek,Czechoslovakia
8057,M,Giuseppe Ogna,Italy
8058,M,Franco Gandini,Italy
8059,M,Valentino Gasparella,Italy
8060,M,Antonio Domenicali,Italy
8061,M,Jean-Claude Lecante,France
8062,M,Jean Graczyk,France
8063,M,René Bianchi,France
8064,M,John Geddes,Great Britain
8065,M,Michael Gambrill,Great Britain
8066,M,Thomas Simpson,Great Britain
8067,M,Gary Tobian,United States
8068,M,Dick Connor,United States
8069,M,Don Harper,United States
8070,F,Jeanne Stunyo,United States
8071,F,Irene MacDonald,Canada
8072,F,Liselott Linsenhoff,Germany
8073,F,Anneliese Küppers,Germany
8074,F,Hannelore Weygand,Germany
8075,M,Hans-Günter Winkler,Germany
8076,M,Raimondo d'Inzeo,Italy
8077,M,Piero d'Inzeo,Italy
8078,M,Alfons Lütke-Westhues,Germany
8079,M,Salvatore Oppes,Italy
8080,M,Peter Robeson,Great Britain
8081,M,Wilfred White,Great Britain
8082,F,Patricia Smythe,Great Britain
8083,M,Petrus Kastenman,Sweden
8084,M,August Lütke-Westhues,Germany
8085,M,Frank Weldon,Great Britain
8086,M,Laurence Rook,Great Britain
8087,M,Bertie Hill,Great Britain
8088,M,John Rumble,Canada
8089,M,Jim Elder,Canada
8090,M,Brian Herbinson,Canada
8091,F,Gillian Sheen,Great Britain
8092,F,Olga Szabo-Orban,Romania
8093,F,Renée Garilhe,France
8094,M,Luigi Carpaneda,Italy
8095,M,Vittorio Lucarelli,Italy
8096,M,Bernard Baudoux,France
8097,M,Roger Closset,France
8098,M,René Coicaud,France
8099,M,József Gyuricza,Hungary
8100,M,Fülöp Mihály,Hungary
8101,M,József Marosi,Hungary
8102,M,Lajos Somodi,Hungary
8103,M,Alberto Pellegrino,Italy
8104,M,Giorgio Anglesio,Italy
8105,M,Ambrus Nagy,Hungary
8106,M,Béla Rerrich,Hungary
8107,M,Lajos Balthazár,Hungary
8108,M,Barnabás Berzsenyi,Hungary
8109,M,Claude Nigon,France
8110,M,René Queyroux,France
8111,M,Armand Mouyal,France
8112,M,Yves Dreyfus,France
8113,M,Daniel Dagallier,France
8114,M,Jerzy Pawlowski,Poland
8115,M,Lev Kuznetsov,Soviet Union
8116,M,Attila Keresztes,Hungary
8117,M,Dániel Magay,Hungary
8118,M,Jenõ Hámori,Hungary
8119,M,Zygmunt Pawlas,Poland
8120,M,Marian Zygmunt Kuszewski,Poland
8121,M,Andrzej Piltkowski,Poland
8122,M,Wojciech Zablocki,Poland
8123,M,Ryszard Zub,Poland
8124,M,Leonid Bogdanov,Soviet Union
8125,M,Yevgeny Cherepovsky,Soviet Union
8126,M,Yakov Rylsky,Soviet Union
8127,M,David Tyshler,Soviet Union
8128,M,Hari Pal Kaushik,India
8129,M,Shankar Laxman,India
8130,M,Amit Singh Bakhshi,India
8131,M,Bakshish Singh,India
8132,M,Balkrishan Singh,India
8133,M,Gurdev Singh,India
8134,M,Hardayal Singh,India
8135,M,Raghbir Singh Bhola,India
8136,M,Charles Stephen,India
8137,M,Nasir Ahmad Bunda,Pakistan
8138,M,Noor Alam,Pakistan
8139,M,Manzur Hussain Atif,Pakistan
8140,M,Munir Ahmad Dar,Pakistan
8141,M,Abdul Hamid,Pakistan
8142,M,Akhtar Hussain,Pakistan
8143,M,Zakir Hussain,Pakistan
8144,M,Anwar Ahmad Khan,Pakistan
8145,M,Habib Ali Kiddi,Pakistan
8146,M,Qazi Hussain Mussarat,Pakistan
8147,M,Ghulam Rasul,Pakistan
8148,M,Habibur Rehman,Pakistan
8149,M,Latif-ur Rehman,Pakistan
8150,M,Mutih Ullah,Pakistan
8151,M,Hugo Budinger,Germany
8152,M,Werner Delmes,Germany
8153,M,Günther Brennecke,Germany
8154,M,Hugo Dollheiser,Germany
8155,M,Eberhard Ferstl,Germany
8156,M,Alfred Lücker,Germany
8157,M,Helmut Nonn,Germany
8158,M,Wolfgang Nonn,Germany
8159,M,Heinz Radzikowski,Germany
8160,M,Werner Rosenbaum,Germany
8161,M,Günther Ullerich,Germany
8162,M,Hayes Alan Jenkins,United States
8163,M,Ronald Robertson,United States
8164,M,David Jenkins,United States
8165,F,Carol Heiss,United States
8166,F,Ingrid Wendl,Austria
8167,M,Kurt Oppelt,Austria
8168,F,Sissy Schwarz,Austria
8169,M,Norris Bowden,Canada
8170,F,Frances Dafoe,Canada
8171,M,Vladimir Ryshkin,Soviet Union
8172,M,Sergey Salnikov,Soviet Union
8173,M,Nikita Simonyan,Soviet Union
8174,M,Boris Tatushin,Soviet Union
8175,M,Nikolay Tishchenko,Soviet Union
8176,M,Eduard Streltsov,Soviet Union
8177,M,Boris Razinsky,Soviet Union
8178,M,Mikhail Ogonkov,Soviet Union
8179,M,Aleksey Paramonov,Soviet Union
8180,M,Igor Netto,Soviet Union
8181,M,Anatoly Maslyonkin,Soviet Union
8182,M,Valentin Ivanov,Soviet Union
8183,M,Anatoly Ilyin,Soviet Union
8184,M,Anatoly Isayev,Soviet Union
8185,M,Yosif Betsa,Soviet Union
8186,M,Anatoly Bashashkin,Soviet Union
8187,M,Boris Kuznetsov,Soviet Union
8188,M,Lev Yashin,Soviet Union
8189,M,Muhamed Mujic,Yugoslavia
8190,M,Zlatko Papec,Yugoslavia
8191,M,Petar Radenkovic,Yugoslavia
8192,M,Nikola Radovic,Yugoslavia
8193,M,Ivan Santek,Yugoslavia
8194,M,Dragoslav Sekularac,Yugoslavia
8195,M,Ljubisa Spajic,Yugoslavia
8196,M,Todor Veselinovic,Yugoslavia
8197,M,Blagoje Vidinic,Yugoslavia
8198,M,Sava Antic,Yugoslavia
8199,M,Ibrahim Biogradlic,Yugoslavia
8200,M,Mladen Koscak,Yugoslavia
8201,M,Dobroslav Krstic,Yugoslavia
8202,M,Luka Liposinovic,Yugoslavia
8203,M,Stefan Bozhkov,Bulgaria
8204,M,Todor Diev,Bulgaria
8205,M,Georgi Dimitrov,Bulgaria
8206,M,Milcho Goranov,Bulgaria
8207,M,Ivan Petkov Kolev,Bulgaria
8208,M,Nikola Kovachev,Bulgaria
8209,M,Manol Manolov,Bulgaria
8210,M,Dimitar Milanov,Bulgaria
8211,M,Georgi Naydenov,Bulgaria
8212,M,Panayot Panayotov,Bulgaria
8213,M,Kiril Rakarov,Bulgaria
8214,M,Gavril Stoyanov,Bulgaria
8215,M,Krum Yanev,Bulgaria
8216,M,Yosif Yosifov,Bulgaria
8217,M,Yuri Titov,Soviet Union
8218,F,Larisa Latynina,Soviet Union
8219,F,Sofiya Muratova,Soviet Union
8220,M,Albert Azaryan,Soviet Union
8221,M,Boris Shakhlin,Soviet Union
8222,M,Pavel Stolbov,Soviet Union
8223,M,Nobuyuki Aihara,Japan
8224,M,Masami Kubota,Japan
8225,M,Shinsaku Tsukawaki,Japan
8226,M,Akira Kono,Japan
8227,M,Erkki Leimuvirta,Finland
8228,M,Raimo Heinonen,Finland
8229,M,Kalevi Suoniemi,Finland
8230,M,Martti Mansikka,Finland
8231,F,Polina Astakhova,Soviet Union
8232,F,Lidiya Ivanova-Kalinina,Soviet Union
8233,F,Tamara Manina,Soviet Union
8234,F,Lyudmila Yegorova,Soviet Union
8235,F,Alíz Kertész,Hungary
8236,F,Elena Leusteanu,Romania
8237,F,Elena Sacalici,Romania
8238,F,Elena Niculescu-Margarit,Romania
8239,F,Emilia Lita-Vatasoiu,Romania
8240,F,Georgeta Hurmuzachi,Romania
8241,F,Sonia Iovan,Romania
8242,M,Helmut Bantz,Germany
8243,F,Eva Rönström,Sweden
8244,F,Maud Karlén,Sweden
8245,F,Doris Hedberg,Sweden
8246,F,Danuta Stachow,Poland
8247,F,Lidia Szczerbinska-Krolowa,Poland
8248,F,Helena Rakoczy,Poland
8249,F,Barbara Slizowska,Poland
8250,F,Dorota Jokielowa,Poland
8251,F,Natalia Kotówna-Walowa,Poland
8252,M,Nikolay Sologubov,Soviet Union
8253,M,Grigory Mkrtychan,Soviet Union
8254,M,Viktor Nikiforov,Soviet Union
8255,M,Yury Pantyukhov,Soviet Union
8256,M,Nikolay Puchkov,Soviet Union
8257,M,Ivan Tregubov,Soviet Union
8258,M,Dmitry Ukolov,Soviet Union
8259,M,Aleksandr Uvarov,Soviet Union
8260,M,Viktor Shuvalov,Soviet Union
8261,M,Genrikh Sidorenkov,Soviet Union
8262,M,Yevgeny Babich,Soviet Union
8263,M,Vsevolod Bobrov,Soviet Union
8264,M,Aleksey Guryshev,Soviet Union
8265,M,Nikolay Khlystov,Soviet Union
8266,M,Yury Krylov,Soviet Union
8267,M,Alfred Kuchevsky,Soviet Union
8268,M,Valentin Kuzin,Soviet Union
8269,M,Willard Ikola,United States
8270,M,Richard Rodenheiser,United States
8271,M,Edward Sampson,United States
8272,M,Wendell Anderson,United States
8273,M,Wellington Burtnett,United States
8274,M,Richard Dougherty,United States
8275,M,Eugene Campbell,United States
8276,M,Gordon Christian,United States
8277,M,William Cleary,United States
8278,M,John Matchefts,United States
8279,M,John Mayasich,United States
8280,M,Daniel McKinnon,United States
8281,M,Richard Meredith,United States
8282,M,Weldy Olson,United States
8283,M,John Petroske,United States
8284,M,Kenneth Purpur,United States
8285,M,Donald Rigazio,United States
8286,M,Alfred Horne,Canada
8287,M,Arthur Hurst,Canada
8288,M,Byrle Klink,Canada
8289,M,Paul Knox,Canada
8290,M,Kenneth Laufman,Canada
8291,M,Howard Lee,Canada
8292,M,James Logan,Canada
8293,M,Floyd Martin,Canada
8294,M,John McKenzie,Canada
8295,M,Donald Rope,Canada
8296,M,George Scholes,Canada
8297,M,Gérald Théberge,Canada
8298,M,Denis Brodeur,Canada
8299,M,Charlie Brooker,Canada
8300,M,William Colvin,Canada
8301,M,Robert White,Canada
8302,M,Keith Woodall,Canada
8303,M,Wäinö Korhonen,Finland
8304,M,Ivan Deryugin,Soviet Union
8305,M,Igor Novikov,Soviet Union
8306,M,Alexandr Tarasov,Soviet Union
8307,M,George Lambert,United States
8308,M,Jack Daniels,United States
8309,M,Bill André,United States
8310,M,Berndt Katter,Finland
8311,M,Bengt Eriksson,Sweden
8312,M,Franciszek Gasienica-Gron,Poland
8313,M,Vyacheslav Ivanov,Soviet Union
8314,M,Stuart MacKenzie,Australia
8315,M,John Kelly,United States
8316,M,Aleksandr Berkutov,Soviet Union
8317,M,Jim Gardiner,United States
8318,M,Pat Costello,United States
8319,M,Murray Riley,Australia
8320,M,Jim Fifer,United States
8321,M,Duvall Hecht,United States
8322,M,Igor Buldakov,Soviet Union
8323,M,Viktor Ivanov,Soviet Union
8324,M,Josef Kloimstein,Austria
8325,M,Alfred Sageder,Austria
8326,M,Ignace D'Hondt,Canada
8327,M,Lorne Loomer,Canada
8328,M,Donald Arnold,Canada
8329,M,Archibald McKinnon,Canada
8330,M,James McIntosh,United States
8331,M,Arthur McKinlay,United States
8332,M,John McKinlay,United States
8333,M,John Welchli,United States
8334,M,Yves Delacour,France
8335,M,Guy Guillabert,France
8336,M,René Guissart,France
8337,M,Conn Findlay,United States
8338,M,Arthur Ayrault,United States
8339,M,Kurt Seiffert,United States
8340,M,Karl-Heinrich von Groddeck,Germany
8341,M,Horst Arndt,Germany
8342,M,Rainer Borkowsky,Germany
8343,M,Vladimir Petrov,Soviet Union
8344,M,Ivo Stefanoni,Italy
8345,M,Romano Sgheiz,Italy
8346,M,Franco Trincavelli,Italy
8347,M,Angelo Vanzin,Italy
8348,M,Alberto Winkler,Italy
8349,M,Ivar Aronsson,Sweden
8350,M,Olle Larsson,Sweden
8351,M,Gösta Eriksson,Sweden
8352,M,Bertil Göransson,Sweden
8353,M,Sven Gunnarsson,Sweden
8354,M,Veli Lehtelä,Finland
8355,M,Kauko Hänninen,Finland
8356,M,Matti Niemi,Finland
8357,M,Toimi Pitkänen,Finland
8358,M,Reino Poutanen,Finland
8359,M,Rusty Wailes,United States
8360,M,David Wight,United States
8361,M,Robert Morey,United States
8362,M,William Becklean,United States
8363,M,Donald Beer,United States
8364,M,John Cooke,United States
8365,M,Thomas Charlton,United States
8366,M,Caldwell Esselstyn,United States
8367,M,Charles Grimes,United States
8368,M,Carlton Ogawa,Canada
8369,M,Lawrence West,Canada
8370,M,Robert Wilson,Canada
